date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2025-08-07,SKU0149,548,56,14,252
2025-08-14,SKU0149,558,67,14,252
2025-08-21,SKU0149,591,51,14,252
2025-08-28,SKU0149,607,55,14,252
2024-01-09,SKU0150,233,28,15,152
2024-01-16,SKU0150,187,44,15,152
2024-01-23,SKU0150,181,26,15,152
2024-01-30,SKU0150,170,37,15,152
2024-02-06,SKU0150,148,32,15,152
2024-02-13,SKU0150,135,41,15,152
2024-02-20,SKU0150,149,27,15,152
2024-02-27,SKU0150,128,32,15,152
2024-03-05,SKU0150,92,39,15,152
2024-03-12,SKU0150,105,31,15,152
2024-03-19,SKU0150,89,39,15,152
2024-03-26,SKU0150,71,34,15,152
2024-04-02,SKU0150,49,23,15,152
2024-04-09,SKU0150,42,37,15,152
2024-04-16,SKU0150,48,36,15,152
2024-04-23,SKU0150,42,30,15,152
2024-04-30,SKU0150,45,34,15,152
2024-05-07,SKU0150,88,36,15,152
2024-05-14,SKU0150,110,40,15,152
2024-05-21,SKU0150,113,33,15,152
2024-05-28,SKU0150,116,30,15,152
2024-06-04,SKU0150,101,34,15,152
2024-06-11,SKU0150,77,32,15,152
2024-06-18,SKU0150,87,30,15,152
2024-06-25,SKU0150,115,30,15,152
2024-07-02,SKU0150,124,28,15,152
2024-07-09,SKU0150,128,32,15,152
2024-07-16,SKU0150,99,30,15,152
2024-07-23,SKU0150,85,34,15,152
2024-07-30,SKU0150,77,38,15,152
2024-08-06,SKU0150,83,38,15,152
2024-08-13,SKU0150,75,31,15,152
2024-08-20,SKU0150,97,28,15,152
2024-08-27,SKU0150,118,26,15,152
2024-09-03,SKU0150,113,35,15,152
2024-09-10,SKU0150,100,33,15,152
2024-09-17,SKU0150,98,34,15,152
2024-09-24,SKU0150,98,24,15,152
2024-10-01,SKU0150,88,23,15,152
2024-10-08,SKU0150,99,30,15,152
2024-10-15,SKU0150,76,30,15,152
2024-10-22,SKU0150,57,33,15,152
2024-10-29,SKU0150,78,30,15,152
2024-11-05,SKU0150,70,32,15,152
2024-11-12,SKU0150,41,36,15,152
2024-11-19,SKU0150,0,38,15,152
2024-11-26,SKU0150,0,30,15,152
2024-12-03,SKU0150,0,35,15,152
2024-12-10,SKU0150,0,29,15,152
2024-12-17,SKU0150,7,34,15,152
2024-12-24,SKU0150,0,36,15,152
2024-12-31,SKU0150,0,39,15,152
2025-01-07,SKU0150,0,33,15,152
2025-01-14,SKU0150,0,16,15,152
2025-01-21,SKU0150,0,30,15,152
2025-01-28,SKU0150,0,34,15,152
2025-02-04,SKU0150,0,36,15,152
2025-02-11,SKU0150,0,21,15,152
2025-02-18,SKU0150,11,39,15,152
2025-02-25,SKU0150,3,29,15,152
2025-03-04,SKU0150,0,27,15,152
2025-03-11,SKU0150,0,32,15,152
2025-03-18,SKU0150,0,29,15,152
2025-03-25,SKU0150,0,50,15,152
2025-04-01,SKU0150,9,27,15,152
2025-04-08,SKU0150,19,25,15,152
2025-04-15,SKU0150,19,27,15,152
2025-04-22,SKU0150,3,33,15,152
2025-04-29,SKU0150,0,36,15,152
2025-05-06,SKU0150,33,30,15,152
2025-05-13,SKU0150,57,29,15,152
2025-05-20,SKU0150,54,27,15,152
2025-05-27,SKU0150,67,35,15,152
2025-06-03,SKU0150,78,33,15,152
2025-06-10,SKU0150,38,35,15,152
2025-06-17,SKU0150,74,31,15,152
2025-06-24,SKU0150,108,30,15,152
2025-07-01,SKU0150,118,31,15,152
2025-07-08,SKU0150,140,33,15,152
2025-07-15,SKU0150,147,31,15,152
2025-07-22,SKU0150,134,35,15,152
2025-07-29,SKU0150,162,31,15,152
2025-08-05,SKU0150,177,30,15,152
2025-08-12,SKU0150,193,34,15,152
2025-08-19,SKU0150,228,26,15,152
2025-08-26,SKU0150,262,31,15,152
2025-06-02,SKU0151,154,9,7,30
2025-06-09,SKU0151,135,8,7,30
2025-06-16,SKU0151,129,9,7,30
2025-06-23,SKU0151,130,9,7,30
2025-06-30,SKU0151,133,12,7,30
2025-07-07,SKU0151,126,8,7,30
2025-07-14,SKU0151,121,11,7,30
2025-07-21,SKU0151,123,8,7,30
2025-07-28,SKU0151,119,8,7,30
2025-08-04,SKU0151,120,8,7,30
2025-08-11,SKU0151,117,4,7,30
2025-08-18,SKU0151,129,6,7,30
2025-08-25,SKU0151,116,10,7,30
2024-05-03,SKU0152,445,32,11,138
2024-05-10,SKU0152,452,23,11,138
2024-05-17,SKU0152,456,31,11,138
2024-05-24,SKU0152,490,30,11,138
2024-05-31,SKU0152,467,50,11,138
2024-06-07,SKU0152,350,38,11,138
2024-06-14,SKU0152,328,37,11,138
2024-06-21,SKU0152,282,27,11,138
2024-06-28,SKU0152,262,45,11,138
2024-07-05,SKU0152,257,32,11,138
2024-07-12,SKU0152,233,36,11,138
2024-07-19,SKU0152,219,33,11,138
2024-07-26,SKU0152,234,33,11,138
2024-08-02,SKU0152,203,40,11,138
2024-08-09,SKU0152,186,42,11,138
2024-08-16,SKU0152,194,38,11,138
2024-08-23,SKU0152,196,41,11,138
2024-08-30,SKU0152,201,30,11,138
2024-09-06,SKU0152,215,38,11,138
2024-09-13,SKU0152,254,33,11,138
2024-09-20,SKU0152,264,29,11,138
2024-09-27,SKU0152,254,29,11,138
2024-10-04,SKU0152,277,34,11,138
2024-10-11,SKU0152,307,33,11,138
2024-10-18,SKU0152,320,25,11,138
2024-10-25,SKU0152,366,29,11,138
2024-11-01,SKU0152,362,28,11,138
2024-11-08,SKU0152,390,22,11,138
2024-11-15,SKU0152,388,39,11,138
2024-11-22,SKU0152,385,23,11,138
2024-11-29,SKU0152,414,34,11,138
2024-12-06,SKU0152,429,29,11,138
2024-12-13,SKU0152,453,39,11,138
2024-12-20,SKU0152,471,36,11,138
2024-12-27,SKU0152,424,29,11,138
2025-01-03,SKU0152,403,37,11,138
2025-01-10,SKU0152,441,32,11,138
2025-01-17,SKU0152,473,32,11,138
2025-01-24,SKU0152,508,30,11,138
2025-01-31,SKU0152,501,30,11,138
2025-02-07,SKU0152,502,33,11,138
2025-02-14,SKU0152,509,37,11,138
2025-02-21,SKU0152,489,35,11,138
2025-02-28,SKU0152,514,32,11,138
2025-03-07,SKU0152,512,36,11,138
2025-03-14,SKU0152,522,34,11,138
2025-03-21,SKU0152,492,25,11,138
2025-03-28,SKU0152,459,30,11,138
2025-04-04,SKU0152,465,32,11,138
2025-04-11,SKU0152,405,15,11,138
2025-04-18,SKU0152,380,28,11,138
2025-04-25,SKU0152,390,26,11,138
2025-05-02,SKU0152,376,42,11,138
2025-05-09,SKU0152,392,32,11,138
2025-05-16,SKU0152,375,36,11,138
2025-05-23,SKU0152,349,19,11,138
2025-05-30,SKU0152,347,24,11,138
2025-06-06,SKU0152,256,29,11,138
2025-06-13,SKU0152,223,32,11,138
2025-06-20,SKU0152,183,23,11,138
2025-06-27,SKU0152,187,31,11,138
2025-07-04,SKU0152,173,32,11,138
2025-07-11,SKU0152,171,30,11,138
2025-07-18,SKU0152,162,30,11,138
2025-07-25,SKU0152,171,38,11,138
2025-08-01,SKU0152,217,46,11,138
2025-08-08,SKU0152,170,26,11,138
2025-08-15,SKU0152,174,30,11,138
2025-08-22,SKU0152,185,28,11,138
2025-08-29,SKU0152,182,37,11,138
2024-04-28,SKU0153,1714,182,14,683
2024-05-05,SKU0153,1791,188,14,683
2024-05-12,SKU0153,1903,205,14,683
2024-05-19,SKU0153,1974,186,14,683
2024-05-26,SKU0153,1953,196,14,683
2024-06-02,SKU0153,1907,172,14,683
2024-06-09,SKU0153,1605,186,14,683
2024-06-16,SKU0153,1583,179,14,683
2024-06-23,SKU0153,1627,179,14,683
2024-06-30,SKU0153,1543,195,14,683
2024-07-07,SKU0153,1564,183,14,683
2024-07-14,SKU0153,1545,184,14,683
2024-07-21,SKU0153,1637,171,14,683
2024-07-28,SKU0153,1476,210,14,683
2024-08-04,SKU0153,1661,154,14,683
2024-08-11,SKU0153,1607,190,14,683
2024-08-18,SKU0153,1569,204,14,683
2024-08-25,SKU0153,1442,212,14,683
2024-09-01,SKU0153,1339,186,14,683
2024-09-08,SKU0153,1199,191,14,683
2024-09-15,SKU0153,1164,156,14,683
2024-09-22,SKU0153,1113,199,14,683
2024-09-29,SKU0153,1064,213,14,683
2024-10-06,SKU0153,1119,200,14,683
2024-10-13,SKU0153,1107,213,14,683
2024-10-20,SKU0153,1139,183,14,683
2024-10-27,SKU0153,1174,201,14,683
2024-11-03,SKU0153,1256,197,14,683
2024-11-10,SKU0153,1213,204,14,683
2024-11-17,SKU0153,1062,171,14,683
2024-11-24,SKU0153,1196,174,14,683
2024-12-01,SKU0153,1271,181,14,683
2024-12-08,SKU0153,1129,202,14,683
2024-12-15,SKU0153,1091,171,14,683
2024-12-22,SKU0153,902,170,14,683
2024-12-29,SKU0153,657,183,14,683
2025-01-05,SKU0153,475,186,14,683
2025-01-12,SKU0153,469,190,14,683
2025-01-19,SKU0153,611,177,14,683
2025-01-26,SKU0153,667,180,14,683
2025-02-02,SKU0153,674,199,14,683
2025-02-09,SKU0153,804,176,14,683
2025-02-16,SKU0153,835,183,14,683
2025-02-23,SKU0153,749,214,14,683
2025-03-02,SKU0153,839,168,14,683
2025-03-09,SKU0153,849,195,14,683
2025-03-16,SKU0153,772,213,14,683
2025-03-23,SKU0153,861,194,14,683
2025-03-30,SKU0153,909,158,14,683
2025-04-06,SKU0153,908,191,14,683
2025-04-13,SKU0153,857,193,14,683
2025-04-20,SKU0153,892,212,14,683
2025-04-27,SKU0153,897,206,14,683
2025-05-04,SKU0153,853,206,14,683
2025-05-11,SKU0153,947,191,14,683
2025-05-18,SKU0153,876,190,14,683
2025-05-25,SKU0153,939,184,14,683
2025-06-01,SKU0153,793,153,14,683
2025-06-08,SKU0153,453,175,14,683
2025-06-15,SKU0153,314,195,14,683
2025-06-22,SKU0153,290,192,14,683
2025-06-29,SKU0153,394,202,14,683
2025-07-06,SKU0153,321,194,14,683
2025-07-13,SKU0153,207,209,14,683
2025-07-20,SKU0153,95,223,14,683
2025-07-27,SKU0153,99,195,14,683
2025-08-03,SKU0153,0,185,14,683
2025-08-10,SKU0153,0,185,14,683
2025-08-17,SKU0153,0,224,14,683
2025-08-24,SKU0153,0,193,14,683
2025-08-31,SKU0153,34,164,14,683
2025-07-18,SKU0154,854,66,9,252
2025-07-25,SKU0154,838,45,9,252
2025-08-01,SKU0154,823,45,9,252
2025-08-08,SKU0154,792,58,9,252
2025-08-15,SKU0154,829,54,9,252
2025-08-22,SKU0154,868,62,9,252
2025-08-29,SKU0154,858,59,9,252
2025-05-29,SKU0155,677,91,13,439
2025-06-05,SKU0155,598,99,13,439
2025-06-12,SKU0155,375,103,13,439
2025-06-19,SKU0155,353,80,13,439
2025-06-26,SKU0155,314,91,13,439
2025-07-03,SKU0155,288,86,13,439
2025-07-10,SKU0155,318,84,13,439
2025-07-17,SKU0155,302,88,13,439
2025-07-24,SKU0155,277,83,13,439
2025-07-31,SKU0155,241,81,13,439
2025-08-07,SKU0155,332,105,13,439
2025-08-14,SKU0155,343,89,13,439
2025-08-21,SKU0155,363,87,13,439
2025-08-28,SKU0155,359,96,13,439
2023-09-18,SKU0156,1504,189,20,775
2023-09-25,SKU0156,1554,184,20,775
2023-10-02,SKU0156,1477,210,20,775
2023-10-09,SKU0156,1411,176,20,775
2023-10-16,SKU0156,1363,195,20,775
2023-10-23,SKU0156,1438,185,20,775
2023-10-30,SKU0156,1514,191,20,775
2023-11-06,SKU0156,1458,171,20,775
2023-11-13,SKU0156,1314,174,20,775
2023-11-20,SKU0156,1352,189,20,775
2023-11-27,SKU0156,1178,178,20,775
2023-12-04,SKU0156,1117,211,20,775
2023-12-11,SKU0156,974,185,20,775
2023-12-18,SKU0156,930,186,20,775
2023-12-25,SKU0156,788,191,20,775
2024-01-01,SKU0156,431,186,20,775
2024-01-08,SKU0156,429,164,20,775
2024-01-15,SKU0156,451,194,20,775
2024-01-22,SKU0156,430,196,20,775
2024-01-29,SKU0156,431,191,20,775
2024-02-05,SKU0156,435,198,20,775
2024-02-12,SKU0156,317,204,20,775
2024-02-19,SKU0156,337,192,20,775
2024-02-26,SKU0156,320,210,20,775
2024-03-04,SKU0156,352,185,20,775
2024-03-11,SKU0156,314,202,20,775
2024-03-18,SKU0156,257,201,20,775
2024-03-25,SKU0156,297,197,20,775
2024-04-01,SKU0156,378,177,20,775
2024-04-08,SKU0156,288,175,20,775
2024-04-15,SKU0156,350,197,20,775
2024-04-22,SKU0156,294,220,20,775
2024-04-29,SKU0156,262,219,20,775
2024-05-06,SKU0156,203,194,20,775
2024-05-13,SKU0156,268,192,20,775
2024-05-20,SKU0156,273,179,20,775
2024-05-27,SKU0156,194,191,20,775
2024-06-03,SKU0156,48,205,20,775
2024-06-10,SKU0156,0,190,20,775
2024-06-17,SKU0156,0,176,20,775
2024-06-24,SKU0156,94,193,20,775
2024-07-01,SKU0156,37,181,20,775
2024-07-08,SKU0156,55,187,20,775
2024-07-15,SKU0156,115,205,20,775
2024-07-22,SKU0156,155,188,20,775
2024-07-29,SKU0156,110,220,20,775
2024-08-05,SKU0156,92,202,20,775
2024-08-12,SKU0156,208,177,20,775
2024-08-19,SKU0156,286,179,20,775
2024-08-26,SKU0156,250,192,20,775
2024-09-02,SKU0156,301,185,20,775
2024-09-09,SKU0156,312,208,20,775
2024-09-16,SKU0156,330,186,20,775
2024-09-23,SKU0156,310,194,20,775
2024-09-30,SKU0156,243,187,20,775
2024-10-07,SKU0156,319,182,20,775
2024-10-14,SKU0156,336,176,20,775
2024-10-21,SKU0156,288,182,20,775
2024-10-28,SKU0156,246,220,20,775
2024-11-04,SKU0156,262,184,20,775
2024-11-11,SKU0156,171,190,20,775
2024-11-18,SKU0156,61,169,20,775
2024-11-25,SKU0156,84,196,20,775
2024-12-02,SKU0156,128,197,20,775
2024-12-09,SKU0156,68,176,20,775
2024-12-16,SKU0156,68,215,20,775
2024-12-23,SKU0156,16,184,20,775
2024-12-30,SKU0156,0,196,20,775
2025-01-06,SKU0156,0,196,20,775
2025-01-13,SKU0156,23,193,20,775
2025-01-20,SKU0156,142,191,20,775
2025-01-27,SKU0156,61,175,20,775
2025-02-03,SKU0156,48,198,20,775
2025-02-10,SKU0156,16,197,20,775
2025-02-17,SKU0156,0,182,20,775
2025-02-24,SKU0156,43,217,20,775
2025-03-03,SKU0156,0,200,20,775
2025-03-10,SKU0156,0,181,20,775
2025-03-17,SKU0156,119,186,20,775
2025-03-24,SKU0156,184,217,20,775
2025-03-31,SKU0156,225,179,20,775
2025-04-07,SKU0156,321,183,20,775
2025-04-14,SKU0156,457,187,20,775
2025-04-21,SKU0156,480,193,20,775
2025-04-28,SKU0156,543,187,20,775
2025-05-05,SKU0156,560,187,20,775
2025-05-12,SKU0156,631,183,20,775
2025-05-19,SKU0156,650,193,20,775
2025-05-26,SKU0156,630,176,20,775
2025-06-02,SKU0156,689,228,20,775
2025-06-09,SKU0156,532,181,20,775
2025-06-16,SKU0156,547,197,20,775
2025-06-23,SKU0156,475,196,20,775
2025-06-30,SKU0156,498,203,20,775
2025-07-07,SKU0156,479,188,20,775
2025-07-14,SKU0156,534,189,20,775
2025-07-21,SKU0156,565,195,20,775
2025-07-28,SKU0156,670,200,20,775
2025-08-04,SKU0156,680,179,20,775
2025-08-11,SKU0156,673,208,20,775
2025-08-18,SKU0156,754,193,20,775
2025-08-25,SKU0156,795,204,20,775
2025-05-05,SKU0157,1004,119,16,548
2025-05-12,SKU0157,1065,117,16,548
2025-05-19,SKU0157,1100,120,16,548
2025-05-26,SKU0157,1145,125,16,548
2025-06-02,SKU0157,1067,126,16,548
2025-06-09,SKU0157,988,112,16,548
2025-06-16,SKU0157,920,119,16,548
2025-06-23,SKU0157,847,127,16,548
2025-06-30,SKU0157,820,124,16,548
2025-07-07,SKU0157,746,118,16,548
2025-07-14,SKU0157,750,118,16,548
2025-07-21,SKU0157,775,103,16,548
2025-07-28,SKU0157,740,119,16,548
2025-08-04,SKU0157,708,132,16,548
2025-08-11,SKU0157,667,94,16,548
2025-08-18,SKU0157,598,113,16,548
2025-08-25,SKU0157,612,106,16,548
2024-11-18,SKU0158,1463,149,16,519
2024-11-25,SKU0158,1503,121,16,519
2024-12-02,SKU0158,1512,164,16,519
2024-12-09,SKU0158,1442,122,16,519
2024-12-16,SKU0158,1445,154,16,519
2024-12-23,SKU0158,1513,133,16,519
2024-12-30,SKU0158,1335,118,16,519
2025-01-06,SKU0158,1323,127,16,519
2025-01-13,SKU0158,1268,152,16,519
2025-01-20,SKU0158,1290,132,16,519
2025-01-27,SKU0158,1309,146,16,519
2025-02-03,SKU0158,1414,157,16,519
2025-02-10,SKU0158,1538,133,16,519
2025-02-17,SKU0158,1579,165,16,519
2025-02-24,SKU0158,1592,137,16,519
2025-03-03,SKU0158,1613,155,16,519
2025-03-10,SKU0158,1639,141,16,519
2025-03-17,SKU0158,1690,136,16,519
2025-03-24,SKU0158,1735,134,16,519
2025-03-31,SKU0158,1819,131,16,519
2025-04-07,SKU0158,1773,166,16,519
2025-04-14,SKU0158,1742,137,16,519
2025-04-21,SKU0158,1829,159,16,519
2025-04-28,SKU0158,1815,136,16,519
2025-05-05,SKU0158,1870,154,16,519
2025-05-12,SKU0158,1934,131,16,519
2025-05-19,SKU0158,1940,133,16,519
2025-05-26,SKU0158,1935,132,16,519
2025-06-02,SKU0158,1896,156,16,519
2025-06-09,SKU0158,1684,160,16,519
2025-06-16,SKU0158,1456,133,16,519
2025-06-23,SKU0158,1385,140,16,519
2025-06-30,SKU0158,1355,156,16,519
2025-07-07,SKU0158,1378,163,16,519
2025-07-14,SKU0158,1370,139,16,519
2025-07-21,SKU0158,1262,169,16,519
2025-07-28,SKU0158,1160,143,16,519
2025-08-04,SKU0158,1016,127,16,519
2025-08-11,SKU0158,902,139,16,519
2025-08-18,SKU0158,850,152,16,519
2025-08-25,SKU0158,808,133,16,519
2025-03-24,SKU0159,265,12,8,73
2025-03-31,SKU0159,255,22,8,73
2025-04-07,SKU0159,229,23,8,73
2025-04-14,SKU0159,241,14,8,73
2025-04-21,SKU0159,248,14,8,73
2025-04-28,SKU0159,233,11,8,73
2025-05-05,SKU0159,250,19,8,73
2025-05-12,SKU0159,261,24,8,73
2025-05-19,SKU0159,235,19,8,73
2025-05-26,SKU0159,244,13,8,73
2025-06-02,SKU0159,239,19,8,73
2025-06-09,SKU0159,169,19,8,73
2025-06-16,SKU0159,149,18,8,73
2025-06-23,SKU0159,187,27,8,73
2025-06-30,SKU0159,182,18,8,73
2025-07-07,SKU0159,203,16,8,73
2025-07-14,SKU0159,218,16,8,73
2025-07-21,SKU0159,228,20,8,73
2025-07-28,SKU0159,232,13,8,73
2025-08-04,SKU0159,225,22,8,73
2025-08-11,SKU0159,218,18,8,73
2025-08-18,SKU0159,224,11,8,73
2025-08-25,SKU0159,237,16,8,73
2024-04-11,SKU0160,284,37,13,118
2024-04-18,SKU0160,290,36,13,118
2024-04-25,SKU0160,304,28,13,118
2024-05-02,SKU0160,298,23,13,118
2024-05-09,SKU0160,320,28,13,118
2024-05-16,SKU0160,319,45,13,118
2024-05-23,SKU0160,331,24,13,118
2024-05-30,SKU0160,332,28,13,118
2024-06-06,SKU0160,289,26,13,118
2024-06-13,SKU0160,261,31,13,118
2024-06-20,SKU0160,271,33,13,118
2024-06-27,SKU0160,280,31,13,118
2024-07-04,SKU0160,284,34,13,118
2024-07-11,SKU0160,295,35,13,118
2024-07-18,SKU0160,270,35,13,118
2024-07-25,SKU0160,252,34,13,118
2024-08-01,SKU0160,261,33,13,118
2024-08-08,SKU0160,250,41,13,118
2024-08-15,SKU0160,251,37,13,118
2024-08-22,SKU0160,228,28,13,118
2024-08-29,SKU0160,192,35,13,118
2024-09-05,SKU0160,182,33,13,118
2024-09-12,SKU0160,164,35,13,118
2024-09-19,SKU0160,138,30,13,118
2024-09-26,SKU0160,112,37,13,118
2024-10-03,SKU0160,80,31,13,118
2024-10-10,SKU0160,70,34,13,118
2024-10-17,SKU0160,35,30,13,118
2024-10-24,SKU0160,8,45,13,118
2024-10-31,SKU0160,7,34,13,118
2024-11-07,SKU0160,3,30,13,118
2024-11-14,SKU0160,0,39,13,118
2024-11-21,SKU0160,0,27,13,118
2024-11-28,SKU0160,0,32,13,118
2024-12-05,SKU0160,12,36,13,118
2024-12-12,SKU0160,0,37,13,118
2024-12-19,SKU0160,0,34,13,118
2024-12-26,SKU0160,0,32,13,118
2025-01-02,SKU0160,0,36,13,118
2025-01-09,SKU0160,5,35,13,118
2025-01-16,SKU0160,0,25,13,118
2025-01-23,SKU0160,0,35,13,118
2025-01-30,SKU0160,0,28,13,118
2025-02-06,SKU0160,20,26,13,118
2025-02-13,SKU0160,8,40,13,118
2025-02-20,SKU0160,33,27,13,118
2025-02-27,SKU0160,47,33,13,118
2025-03-06,SKU0160,33,31,13,118
2025-03-13,SKU0160,38,26,13,118
2025-03-20,SKU0160,57,45,13,118
2025-03-27,SKU0160,75,23,13,118
2025-04-03,SKU0160,113,26,13,118
2025-04-10,SKU0160,131,44,13,118
2025-04-17,SKU0160,137,26,13,118
2025-04-24,SKU0160,167,23,13,118
2025-05-01,SKU0160,182,31,13,118
2025-05-08,SKU0160,195,36,13,118
2025-05-15,SKU0160,195,31,13,118
2025-05-22,SKU0160,231,29,13,118
2025-05-29,SKU0160,249,29,13,118
2025-06-05,SKU0160,215,31,13,118
2025-06-12,SKU0160,184,23,13,118
2025-06-19,SKU0160,167,40,13,118
2025-06-26,SKU0160,198,35,13,118
2025-07-03,SKU0160,173,24,13,118
2025-07-10,SKU0160,183,35,13,118
2025-07-17,SKU0160,157,32,13,118
2025-07-24,SKU0160,134,36,13,118
2025-07-31,SKU0160,125,37,13,118
2025-08-07,SKU0160,122,37,13,118
2025-08-14,SKU0160,82,28,13,118
2025-08-21,SKU0160,103,33,13,118
2025-08-28,SKU0160,134,28,13,118
2024-06-30,SKU0161,1052,146,18,584
2024-07-07,SKU0161,1110,135,18,584
2024-07-14,SKU0161,1150,153,18,584
2024-07-21,SKU0161,1147,124,18,584
2024-07-28,SKU0161,1139,153,18,584
2024-08-04,SKU0161,1122,152,18,584
2024-08-11,SKU0161,1216,136,18,584
2024-08-18,SKU0161,1225,148,18,584
2024-08-25,SKU0161,1138,135,18,584
2024-09-01,SKU0161,1140,130,18,584
2024-09-08,SKU0161,1183,147,18,584
2024-09-15,SKU0161,1209,138,18,584
2024-09-22,SKU0161,1196,163,18,584
2024-09-29,SKU0161,1197,125,18,584
2024-10-06,SKU0161,1152,126,18,584
2024-10-13,SKU0161,1100,139,18,584
2024-10-20,SKU0161,1082,150,18,584
2024-10-27,SKU0161,1038,138,18,584
2024-11-03,SKU0161,1086,159,18,584
2024-11-10,SKU0161,1061,143,18,584
2024-11-17,SKU0161,883,147,18,584
2024-11-24,SKU0161,884,143,18,584
2024-12-01,SKU0161,857,159,18,584
2024-12-08,SKU0161,923,146,18,584
2024-12-15,SKU0161,894,141,18,584
2024-12-22,SKU0161,877,137,18,584
2024-12-29,SKU0161,675,137,18,584
2025-01-05,SKU0161,549,137,18,584
2025-01-12,SKU0161,531,129,18,584
2025-01-19,SKU0161,500,136,18,584
2025-01-26,SKU0161,486,157,18,584
2025-02-02,SKU0161,583,146,18,584
2025-02-09,SKU0161,554,143,18,584
2025-02-16,SKU0161,503,138,18,584
2025-02-23,SKU0161,450,137,18,584
2025-03-02,SKU0161,520,157,18,584
2025-03-09,SKU0161,515,137,18,584
2025-03-16,SKU0161,502,145,18,584
2025-03-23,SKU0161,547,124,18,584
2025-03-30,SKU0161,528,142,18,584
2025-04-06,SKU0161,519,134,18,584
2025-04-13,SKU0161,474,128,18,584
2025-04-20,SKU0161,552,132,18,584
2025-04-27,SKU0161,601,140,18,584
2025-05-04,SKU0161,546,142,18,584
2025-05-11,SKU0161,604,137,18,584
2025-05-18,SKU0161,675,125,18,584
2025-05-25,SKU0161,647,163,18,584
2025-06-01,SKU0161,594,141,18,584
2025-06-08,SKU0161,420,140,18,584
2025-06-15,SKU0161,305,150,18,584
2025-06-22,SKU0161,399,138,18,584
2025-06-29,SKU0161,457,147,18,584
2025-07-06,SKU0161,480,148,18,584
2025-07-13,SKU0161,432,152,18,584
2025-07-20,SKU0161,367,161,18,584
2025-07-27,SKU0161,296,144,18,584
2025-08-03,SKU0161,227,126,18,584
2025-08-10,SKU0161,265,155,18,584
2025-08-17,SKU0161,259,133,18,584
2025-08-24,SKU0161,212,151,18,584
2025-08-31,SKU0161,159,125,18,584
2023-10-06,SKU0162,752,117,14,497
2023-10-13,SKU0162,816,113,14,497
2023-10-20,SKU0162,814,102,14,497
2023-10-27,SKU0162,836,97,14,497
2023-11-03,SKU0162,858,95,14,497
2023-11-10,SKU0162,873,105,14,497
2023-11-17,SKU0162,895,105,14,497
2023-11-24,SKU0162,860,107,14,497
2023-12-01,SKU0162,809,106,14,497
2023-12-08,SKU0162,827,98,14,497
2023-12-15,SKU0162,902,97,14,497
2023-12-22,SKU0162,880,110,14,497
2023-12-29,SKU0162,657,100,14,497
2024-01-05,SKU0162,587,101,14,497
2024-01-12,SKU0162,480,101,14,497
2024-01-19,SKU0162,462,109,14,497
2024-01-26,SKU0162,460,94,14,497
2024-02-02,SKU0162,395,94,14,497
2024-02-09,SKU0162,420,111,14,497
2024-02-16,SKU0162,484,93,14,497
2024-02-23,SKU0162,479,110,14,497
2024-03-01,SKU0162,518,111,14,497
2024-03-08,SKU0162,468,116,14,497
2024-03-15,SKU0162,412,101,14,497
2024-03-22,SKU0162,401,117,14,497
2024-03-29,SKU0162,359,96,14,497
2024-04-05,SKU0162,419,120,14,497
2024-04-12,SKU0162,440,115,14,497
2024-04-19,SKU0162,387,95,14,497
2024-04-26,SKU0162,380,111,14,497
2024-05-03,SKU0162,349,106,14,497
2024-05-10,SKU0162,334,102,14,497
2024-05-17,SKU0162,234,113,14,497
2024-05-24,SKU0162,125,111,14,497
2024-05-31,SKU0162,99,119,14,497
2024-06-07,SKU0162,0,105,14,497
2024-06-14,SKU0162,0,92,14,497
2024-06-21,SKU0162,3,115,14,497
2024-06-28,SKU0162,10,111,14,497
2024-07-05,SKU0162,0,101,14,497
2024-07-12,SKU0162,70,108,14,497
2024-07-19,SKU0162,55,96,14,497
2024-07-26,SKU0162,121,93,14,497
2024-08-02,SKU0162,142,99,14,497
2024-08-09,SKU0162,163,95,14,497
2024-08-16,SKU0162,171,107,14,497
2024-08-23,SKU0162,100,124,14,497
2024-08-30,SKU0162,83,100,14,497
2024-09-06,SKU0162,104,101,14,497
2024-09-13,SKU0162,74,89,14,497
2024-09-20,SKU0162,73,115,14,497
2024-09-27,SKU0162,125,119,14,497
2024-10-04,SKU0162,143,95,14,497
2024-10-11,SKU0162,89,105,14,497
2024-10-18,SKU0162,183,120,14,497
2024-10-25,SKU0162,267,108,14,497
2024-11-01,SKU0162,279,107,14,497
2024-11-08,SKU0162,280,90,14,497
2024-11-15,SKU0162,132,104,14,497
2024-11-22,SKU0162,165,109,14,497
2024-11-29,SKU0162,225,119,14,497
2024-12-06,SKU0162,223,118,14,497
2024-12-13,SKU0162,160,105,14,497
2024-12-20,SKU0162,289,107,14,497
2024-12-27,SKU0162,286,98,14,497
2025-01-03,SKU0162,244,100,14,497
2025-01-10,SKU0162,275,100,14,497
2025-01-17,SKU0162,257,120,14,497
2025-01-24,SKU0162,328,120,14,497
2025-01-31,SKU0162,315,99,14,497
2025-02-07,SKU0162,312,103,14,497
2025-02-14,SKU0162,374,116,14,497
2025-02-21,SKU0162,329,100,14,497
2025-02-28,SKU0162,371,116,14,497
2025-03-07,SKU0162,345,104,14,497
2025-03-14,SKU0162,258,112,14,497
